,IBDE,Sepet,Kredi,Otomobil,otomobil_degisim,kur_degisim,ibde_degisim,kredi_degisim,buyuk_kur_soku
2015-02-28,105.0881789704,2.6272725,1272250.9,174.24,2.1396330382789097,3.9752946009765644,-1.9377019790968064,2.963687528027581,0
2015-03-31,102.5525954779,2.6991,1305863.3225,174.79,0.3156565656565524,2.7339189216192716,-2.4128151399542164,2.6419649221706365,0
2015-04-30,101.1891345248,2.755733333333333,1337578.94,174.53,-0.1487499284856031,2.098230274288948,-1.329523593962889,2.428708805396429,0
2015-05-31,102.8979975567,2.8056710526315785,1355814.21,176.11,0.9052884890849766,1.8121390300795515,1.6887811521712148,1.363304209918259,0
2015-06-30,103.0222340194,2.869093181818182,1387992.785,177.49,0.7836011583669311,2.2604976847559133,0.12073749309993165,2.373376437764274,0
2015-07-31,99.8878171309,2.837895454545454,1400799.8699999999,179.49,1.1268240464251456,-1.0873723959344384,-3.0424664329350093,0.9227054447548788,0
2015-08-31,98.3958119687,3.0118,1436990.3275000001,180.76,0.7075603097665528,6.127940519302899,-1.493680816194809,2.5835566004157595,0
2015-09-30,96.4833465863,3.1945525,1471157.7275,188.68,4.3815003319318535,6.067882993558671,-1.94364510453795,2.37770563560038,0
2015-10-31,96.4385393348,3.119704761904762,1460454.03,192.86,2.215391138435452,-2.3429803734713373,-0.0464403993905016,-0.7275696752236938,0
2015-11-30,94.6627934992,2.985728571428571,1453572.6600000001,191.47,-0.7207300632583347,-4.294515048737835,-1.8413238606147297,-0.47118018497301906,0
2015-12-31,92.2168392209,3.0489369565217386,1475037.418,189.46,-1.0497728103619264,2.117017122655751,-2.5838602347190154,1.4766897170451765,0
2016-01-31,87.4594693896,3.1425850000000004,1495698.655,191.56,1.1084133854111666,3.0714981914580664,-5.1588949171246234,1.400726296693855,0
2016-02-29,88.6663333305,3.1073142857142857,1502242.7325,197.01,2.8450615994988437,-1.1223471850630884,1.3799122602995206,0.43752646819086305,0
2016-03-31,89.5160039031,3.054532608695652,1499216.7575,197.38,0.18780772549618074,-1.6986269223327244,0.9582786844617663,-0.20143049685213965,0
2016-04-30,90.8136225128,3.029528571428571,1511112.026,197.46,0.0405309555172817,-0.8185879959473841,1.4495939866849383,0.7934321998798843,0
2016-05-31,92.5136012491,3.1262809523809523,1546442.9675,197.08,-0.19244403929910003,3.193644775786275,1.871942434694085,2.3380755954621746,0
2016-06-30,93.0594288008,3.1027500000000003,1552933.7325,199.16,1.055408970976246,-0.7526819482756686,0.5899970861909409,0.41972223589292756,0
2016-07-31,91.9880678591,3.1198694444444444,1569441.06,199.77,0.30628640289216413,0.5517506871144606,-1.1512653317412136,1.0629769419346458,0
2016-08-31,92.3771877247,3.1474681818181818,1580340.4775,202.54,1.3865945837713278,0.8846119321717971,0.42301123901853366,0.6944776569054456,0
2016-09-30,92.5969347379,3.143952777777778,1591894.73,203.13,0.29130048385503926,-0.11168989922475392,0.23788017216423984,0.7311242523053041,0
2016-10-31,94.4281770633,3.2331166666666666,1619463.73,205.59,1.2110471126864697,2.836044151779915,1.9776489692487242,1.7318356220703102,0
2016-11-30,92.5734227776,3.4070386363636365,1667684.4325,208.49,1.4105744442823198,5.379390465246736,-1.9641957976766378,2.9775722423866835,0
2016-12-31,92.4868588675,3.5915659090909093,1717672.734,208.92,0.20624490383229777,5.416060468401973,-0.09350838232260461,2.9974676578987447,0
2017-01-31,94.1438966789,3.857122727272727,1785136.4849999999,211.81,1.3833046142063932,7.393900735878045,1.791646761161969,3.9276254239010377,0
2017-02-28,95.1709553441,3.79851,1783201.6575,224.08,5.792927623813804,-1.519597156146768,1.0909455646423982,-0.10838541009372538,0
2017-03-31,95.796975522,3.797686956521739,1805540.4780000001,228.58,2.008211353088174,-0.02166753485606243,0.6577849046871087,1.252736638396712,0
2017-04-30,95.8952186943,3.7887775,1852386.095,233.17,2.008049698136305,-0.23460218348009265,0.1025535219297602,2.594548146153497,0
2017-05-31,96.9662247513,3.7548690476190476,1876352.9,230.94,-0.9563837543423159,-0.8949708020846492,1.1168503201543611,1.2938342100867528,0
2017-06-30,96.5165762664,3.7405575,1899389.446,232.48,0.6668398718281843,-0.38114638453563554,-0.4637166044705543,1.2277299222337223,0
2017-07-31,97.0481962274,3.8325428571428573,1929918.135,238.0,2.3743977976600217,2.4591349589695444,0.550806899254952,1.607289598470274,0
2017-08-31,99.0182011838,3.834943181818182,1950994.716,243.51,2.3151260504201687,0.0626300804660529,2.029924339638378,1.0920971526079848,0
2017-09-30,100.222429993,3.809721052631579,1965103.3725,247.18,1.5071249640671969,-0.6576923826716263,1.216169143453416,0.723151958551993,0
2017-10-31,101.4612070584,3.9924636363636363,2017387.01,255.68,3.43878954607979,4.796744465210323,1.2360277689201116,2.660604944842415,0
2017-11-30,103.4937951879,4.221927272727273,2070592.9875,262.32,2.5969962453066264,5.74741957005358,2.003315541406936,2.6373708780845107,0
2017-12-31,103.7988708329,4.207676190476191,2092730.6079999998,271.99,3.68633729795671,-0.3375492122552948,0.2947767491240372,1.0691439908104838,0
2018-01-31,105.2136130232,4.189340909090909,2099016.2675,276.88,1.7978602154490986,-0.4357578994976463,1.3629649137296695,0.3003568388578959,0
2018-02-28,104.6002004119,4.233207500000001,2119493.83,285.66,3.1710488298179795,1.0471000537077613,-0.5830163927216692,0.9755790279981635,0
2018-03-31,104.5297729203,4.340965909090909,2167033.076,284.01,-0.577609745851726,2.545549895461252,-0.06733016889324261,2.242952790289543,0
2018-04-30,106.2743152295,4.5270600000000005,2228990.0949999997,299.38,5.411781275307215,4.286928181568328,1.6689429819484625,2.8590712198247825,0
2018-05-31,105.4474528057,4.826897727272727,2309393.815,299.75,0.12358875008351422,6.623232898895237,-0.7780454026115269,3.607181574308438,0
2018-06-30,105.1908403343,5.0266275,2357923.184,307.44,2.565471226021687,4.137849691713336,-0.2433557801275965,2.1013899268626846,0
2018-07-31,104.1573274453,5.15593409090909,2390308.8925,311.47,1.310824876398664,2.5724323298094154,-0.9825122469936276,1.3734844595344686,0
2018-08-31,104.24325241,6.179505555555555,2598298.5039999997,328.29,5.400199056088861,19.852299245857697,0.08249536235953592,8.701369607610232,1
2018-09-30,103.8243090602,6.9082025,2633035.62,381.54,16.220414877090384,11.792156150573007,-0.4018901368812333,1.3369178309006413,1
2018-10-31,106.0309905665,6.311888636363636,2530308.7800000003,372.49,-2.3719662420716103,-8.631968498844145,2.1253996547383913,-3.901460322819328,0
2018-11-30,105.3257106411,5.750125000000001,2416224.372,322.85,-13.326532255899481,-8.9000878933009,-0.6651639503053142,-4.508714861274765,0
2018-12-31,103.7373861816,5.682623809523809,2397539.0575,322.85,0.0,-1.1739082276679413,-1.5080120986909473,-0.7733269607132276,0
2019-01-31,103.2024371822,5.7612772727272725,2395833.8375,322.27,-0.17964999225648093,1.3841046995165085,-0.5156761887787797,-0.07112376312143898,0
2019-02-28,102.5292689035,5.6286974999999995,2388693.855,322.08,-0.05895677537468558,-2.301221872359438,-0.6522794394007825,-0.29801659815650305,0
2019-03-31,103.8021687519,5.810407142857143,2460979.0039999997,321.03,-0.3260059612518629,3.228271600261756,1.2414990002494353,3.0261370182994796,0
2019-04-30,103.2786744745,6.102623809523809,2534147.3600000003,323.23,0.6852942092639536,5.029194331517628,-0.5043192099880134,2.9731401966889948,0
2019-05-31,101.3223204767,6.419934090909091,2569553.52,332.99,3.0195217028122334,5.1995713858371095,-1.894247779373881,1.397162633825677,0
2019-06-30,100.7047423278,6.195558823529412,2535054.75,335.29,0.6907114327757702,-3.494977739684346,-0.6095183627797152,-1.342597837775339,0
2019-07-31,100.6691250255,6.0315022727272725,2511670.6225,372.24,11.020310775746367,-2.6479701908258435,-0.03536804869037624,-0.9224308666311853,0
2019-08-31,99.0296264498,5.9511,2502081.096,359.17,-3.5111755856436666,-1.333038919521401,-1.628601197521773,-0.3817987284676305,0
2019-09-30,98.363367966,6.01400238095238,2524319.535,360.59,0.39535595957345127,1.0569874637021748,-0.6727870311999506,0.8887976906724715,0
2019-10-31,98.3407327584,6.096188636363636,2556403.7675,361.65,0.2939626722870958,1.366581690615165,-0.023011826524510504,1.2710051978423564,0
2019-11-30,98.215589969,6.046416666666667,2573759.532,363.68,0.5613161896861785,-0.8164440548981688,-0.12725427794750832,0.678913273429127,0
2019-12-31,97.9550910429,6.170354545454545,2623599.2225,370.42,1.8532776066872092,2.049774033455809,-0.2652317480170252,1.9364548195095255,0
2020-01-31,98.2079751192,6.257865909090909,2654479.116,371.73,0.3536526105501814,1.4182550288107887,0.25816328034369285,1.1770049798450088,0
2020-02-29,95.7177711045,6.3305775,2721797.9325,370.9,-0.22328033787964996,1.1619231214824,-2.535643374865948,2.5360461905400866,0
2020-03-31,96.1638387806,6.663572727272728,2825691.6925,383.99,3.5292531679698147,5.260108217184412,0.46602388558860675,3.8171004084999183,0
2020-04-30,89.1001608296,7.130692857142858,3004410.3060000003,391.58,1.97661397432225,7.010055250966141,-7.3454617042856825,6.324774000445932,0
2020-05-31,86.5461056092,7.268805882352941,3145041.29,404.86,3.391388732825984,1.9368808610475297,-2.866499001370515,4.680818186489066,0
2020-06-30,90.8597383776,7.248668181818182,3211490.9175,418.83,3.4505755075828537,-0.27704276136537587,4.984202048187192,2.1128380002922054,0
2020-07-31,90.2809623173,7.349254761904762,3305983.002,426.45,1.8193539144760518,1.3876560157475737,-0.636999479235445,2.9423120577765083,0
2020-08-31,94.7330306649,7.928249999999999,3454527.4975,429.99,0.8301090397467403,7.878285035055388,4.931347909155903,4.493202034315846,0
2020-09-30,96.5383356278,8.199013636363636,3507797.0025,442.88,2.99774413358449,3.4151753080899017,1.9056763519853082,1.5420200024041097,0
2020-10-31,95.5896063952,8.589242857142857,3588879.1939999997,452.82,2.2444002890173342,4.759465444093247,-0.9827486940087615,2.3114847136881833,0
2020-11-30,98.2695697234,8.746004761904763,3618059.115,487.95,7.75804955611501,1.8250957315933958,2.8036137287982044,0.813065010624614,0
2020-12-31,100.147659295,8.568026086956522,3608222.4960000003,515.74,5.695255661440735,-2.034971164473498,1.9111608780686407,-0.2718755743713164,0
2021-01-31,101.9963536921,8.2158,3549908.41,515.48,-0.05041299879784411,-4.110936210765404,1.8459686528013552,-1.6161444053033325,0
2021-02-28,105.5287377605,7.82836,3529047.4375,517.35,0.3627686816171316,-4.715791523649548,3.4632454401883006,-0.5876481894923069,0
2021-03-31,109.883783825,8.374839130434783,3639153.1125,520.94,0.6939209432685889,6.980761365532273,4.126881602984667,3.1199828551468745,0
2021-04-30,110.4314122039,8.960571428571427,3768256.6159999995,546.23,4.854685760356281,6.993952827201788,0.49837051459034054,3.5476249420928863,0
2021-05-31,111.7655252457,9.253094444444445,3805372.17,555.83,1.757501418816254,3.264557603327467,1.2080919868494577,0.9849529313478378,0
2021-06-30,112.8885436935,9.501029545454546,3877770.93,564.09,1.486065883453569,2.6794830907509226,1.0047986132854403,1.9025408492436613,0
2021-07-31,117.5781505905,9.41949705882353,3891532.6859999998,565.88,0.31732524951690877,-0.858143701595182,4.154192040719917,0.3548883172425965,0
2021-08-31,120.4377555937,9.243614285714287,3900583.7399999998,545.74,-3.5590584576235207,-1.867220426004479,2.4320887757108833,0.23258327066253415,0
2021-09-30,119.094272941,9.286922727272728,3951071.4175,547.78,0.37380437571004066,0.46852281174663,-1.11549957575785,1.294362097197288,0
2021-10-31,132.8681377406,9.8884175,4094556.96,548.63,0.1551717842929623,6.476793125034552,11.565513991108233,3.6315603373929584,0
2021-11-30,127.0545926553,11.287631818181818,4382302.5075,569.35,3.7766800940524536,14.150032785143019,-4.375424525517058,7.027513606746849,1
2021-12-31,125.8876932108,14.434991304347827,4945592.5600000005,810.31,42.32194607886184,27.883257860132595,-0.9184236634922849,12.853746438908974,1
2022-01-31,143.44753197,14.443000000000001,4958404.2675,822.46,1.4994261455492541,0.055481125574097234,13.948812875453932,0.25905303246411826,0
2022-02-28,148.9911552484,14.558665000000001,5069318.5125,821.66,-0.09726916810545161,0.8008377760853058,3.8645651146925086,2.2368939484622263,0
2022-03-31,147.9451199159,15.337395652173914,5358064.345,884.97,7.7051335102110485,5.348915248574726,-0.7020788118301646,5.695949697932878,0
2022-04-30,157.901213835,15.33545238095238,5549446.182,921.58,4.136863396499324,-0.012670151214733139,6.729585892903778,3.5718465601965566,0
2022-05-31,150.8828008407,16.105205555555557,5838119.68,948.0,2.866815686104296,5.019435719804788,-4.444812565933731,5.201843364772718,0
2022-06-30,152.6125656078,17.493436363636363,6256803.2825,983.75,3.7710970464134963,8.619764605251689,1.1464293858955088,7.171548811072004,0
2022-07-31,150.4136781853,17.611822222222223,6367042.006,1032.67,4.972808132147399,0.676744443601418,-1.440829864659332,1.76190170159789,0
2022-08-31,151.605992532,18.15623863636364,6577343.645,1056.72,2.32891436761018,3.0911986691217086,0.7926901070999248,3.302972381866187,0
2022-09-30,152.1169766525,18.237877272727275,6726649.2299999995,1058.21,0.14100234688469993,0.44964509444223033,0.33704744249614116,2.2699982403002528,0
2022-10-31,145.5267208475,18.440357142857142,6915219.842499999,1072.64,1.3636234773816147,1.1102162115799175,-4.332360496524301,2.8033364912057435,0
2022-11-30,139.6977965776,18.78946818181818,7136490.2725,1097.6,2.326968973747001,1.8931902254196054,-4.00539793376381,3.199759878060604,0
2022-12-31,136.8068432039,19.20536818181818,7420670.462,1067.19,-2.7705903790087305,2.2134740375592488,-2.069433766690887,3.9820721201718756,0
2023-01-31,143.304626235,19.511736363636363,7692895.827500001,1109.0,3.9177653463769335,1.5952216011574372,4.749603805575386,3.668473986198695,0
2023-02-28,136.6177881918,19.543770000000002,7918357.38,1151.41,3.824165915238953,0.16417624637108386,-4.666170394411761,2.930776102466326,0
2023-03-31,132.4612872049,19.66444347826087,8276451.884000001,1160.42,0.7825188247453152,0.6174524068839782,-3.0424303027542954,4.522333191281147,0
2023-04-30,130.9843331659,20.26201052631579,8758965.434999999,1214.28,4.641422933075945,3.038820034319989,-1.1150080677649887,5.829956577561823,0
2023-05-31,130.6982855729,20.5918,9057960.7725,1294.34,6.593207497447051,1.6276246291348384,-0.21838305855839124,3.413591932961002,0
2023-06-30,127.5890262911,24.04762894736842,9693991.834,1430.18,10.494924053958021,16.782549108715216,-2.3789595006322717,7.0217908586112765,1
2023-07-31,126.5138723814,27.86351904761905,10168361.055,1668.56,16.667832021144193,15.868051310182118,-0.842669578218258,4.8934353269850295,1
2023-08-31,127.6065549227,28.240413636363638,10354738.282499999,1811.73,8.580452605839772,1.352645328468638,0.8636859505856354,1.8329131557376588,0
2023-09-30,126.4182399029,27.930928571428574,10532717.782,1815.89,0.22961478807548286,-1.0958942348371137,-0.9312335252055437,1.7188218054800641,0
2023-10-31,127.5761650819,28.627877272727275,10788362.0075,1803.71,-0.6707454746708308,2.4952578984847262,0.9159478726245451,2.427143979276525,0
2023-11-30,128.7163520745,29.769800000000004,11090888.5775,1812.7,0.4984171513158886,3.9888487588305876,0.893730417329941,2.8041937208789003,0
2023-12-31,129.6553648998,30.394871428571427,11420194.936,1831.67,1.046505213217852,2.099682996094776,0.7295210050363155,2.9691611830639175,0
2024-01-31,130.565337941,31.43351590909091,11746445.8925,1880.11,2.6445811745565484,3.4171701728047177,0.7018398674850435,2.8567897336984505,0
2024-02-29,128.5148089456,31.97812142857143,12051336.59,1895.37,0.8116546372286759,1.7325631693749344,-1.5705002780497357,2.5955995565830614,0
2024-03-31,130.567620267,33.38150714285714,12641102.73,1950.37,2.901808090240965,4.38858085338254,1.5973344537040468,4.893781993354818,0
2024-04-30,131.7654597358,33.512544444444444,12944596.8575,1974.93,1.2592482452047582,0.3925445937073002,0.9174092829068226,2.400851681869054,0
2024-05-31,133.1432297416,33.54649545454545,13283370.622,2017.34,2.147417883165481,0.10130836277528754,1.0456230400307964,2.6171055632660867,0
2024-06-30,130.1372783779,33.78300294117646,13661580.4475,1996.98,-1.0092498041975984,0.7050139915553144,-2.257682474380307,2.8472428893432156,0
2024-07-31,131.1635212009,34.26757045454546,13927855.190000001,2018.4,1.0726196556800849,1.4343529916885478,0.7885848204231882,1.9490771475765056,0
2024-08-31,132.050950685,35.297200000000004,14349594.718,2069.8,2.546571541815301,3.00467623410976,0.6765825406141346,3.028029242455088,0
2024-09-30,133.7318025825,35.90679047619048,14753101.1975,2124.34,2.635037201662005,1.727022189268479,1.2728813301083886,2.811971260720303,0
2024-10-31,133.2281426493,35.81670227272727,14978407.195,2111.51,-0.6039522863571678,-0.2508946142734447,-0.37661941548218225,1.5271771980943205,0
2024-11-30,133.7445516446,35.53256666666667,15218509.356,2116.49,0.23585017357243832,-0.7933047657404213,0.38761254569115167,1.6029886080286992,0
2024-12-31,131.3342139177,35.80480681818182,15679811.205,2117.04,0.02598642091387049,0.7661708034464532,-1.8021950780507279,3.0311894431245934,0
2025-01-31,129.11150581,36.151375,16123179.265999999,2141.03,1.1331859577523362,0.9679375832917447,-1.6924059933787206,2.8276364759967088,0
